EGP_ID;SuperCategory;SubCategory;Level;Type;Guideword;Can-do statement;Example
629;PAST;present perfect simple;B1;FORM;FORM: WITH ADVERBS;Can use the present perfect simple with an increasing range of adverbs in the normal mid position. ;"This is a famous seafood restaurant, you know, I've always loved seafood. (Mexico; B1 THRESHOLD; 2005; Spanish - Latin American; Pass)

Have you ever been to Gorgeousbi? (Korea, North; B1 THRESHOLD; 2005; Korean; Pass)"
633;PREPOSITIONS;prepositions;B1;FORM;FORM: SIMPLE;Can use a wide range of simple (single word) prepositions.;"If it is raining, the rain enters through the holes in the roof and makes the house wet. (B1 Fulani)

To my surprise, there was a charming beach along the cycle route. (B1 Chinese)

Don't forget to meet me at the theme park beside the main entrance. (B1 Albanian)

In the middle of the room there is a big bed between two windows and above the bed there is a beautiful painting. (B1 Swedish)

I think Bremen won't change that much within the next 20 years. (B1 German)

I hate shopping via the internet. (B1 Arabic ? Meghreb)"
634;PREPOSITIONS;prepositions;B1;FORM;FORM: COMPLEX;Can use an increasing range of complex prepositions.;"My parents weren't happy when they heard that I wanted to go to Croatia with my friends instead of flying to the USA. (B1 German)

The company chose my school thanks to the excellent results of the students. (B1 French)

It was saying that some company can find me a job in the UK and I can earn up to £ 1000 per month. (Poland; B1 THRESHOLD; 2004; Polish; Pass)

[talking about a watch] I was going out of the shop when I noticed that I had lost it. (B1 Italian)

I would like to apologise because, due to a dental appointment, I will not be able to participate in the English class tomorrow. (B1 French)

The best place to stay is a hotel a bit outside of the city. (B1 Swiss German)"
635;PREPOSITIONS;prepositions;B1;FORM;FORM: 'ADVERB' + PREPOSITION;Can use adverbs of degree to modify prepositions and prepositional phrases. ;"It's quite near my house so I can go there easily. (Italy; B1 THRESHOLD; 2003; Italian; Pass)

When I was trying to reach the only frame of light I could see in the woods, something moved right behind me. (Argentina; B1 THRESHOLD; 2009; Spanish - Latin American; Pass)

I'm going to put it right in front of the window, so I have enough light. (Germany; B1 THRESHOLD; 2009; German; Pass)

I felt I was flying and it was really like a dream. (Iran; B1 THRESHOLD; 2003; Farsi; Pass)

But anyway it's enjoyable to shop for clothes  especially with a group of friends. (Iran; B1 THRESHOLD; 2006; Farsi; Pass)"
636;PREPOSITIONS;prepositions;B1;FORM;FORM: STRANDING;Can end a reported question clause and a relative clause with a preposition, where the preposition is stranded from its complement. ► Clauses: relative;"So this is the best festival I been to. (B1 THRESHOLD; 2008; Albanian; Pass)

Please give him all the information he asks for. (Switzerland; B1 THRESHOLD; 2005; German; Pass)

Everybody should see which company I work for. (other; B1 THRESHOLD; 2004; Others; Pass)"
641;PRESENT;present simple;B1;FORM;FORM: QUESTIONS;Can use 'yes/no' and 'wh-' question forms with a wide range of subjects.;"Does your brother go with your parents? (Preliminary English Test, B1, German)

Which programmes do we like to watch? (B1 Farsi)

Where do they want to spend their holidays? (Preliminary English Test, B1, German)

How does he know my name? (Preliminary English Test, B1, Spanish ? Latin American)"
645;PRONOUNS;possessive;B1;FORM;FORM: + 'OF YOURS' ;Can use the possessive pronoun 'yours' after noun + 'of'.;"Maybe you can take a friend of yours with you there. (Preliminary English Test; B1; German)

I think that it's a very good idea of yours to come to the UK. (Skills for Life (Entry 3); Spanish)

You can ask some friends of yours to join you. (Preliminary English Test; B1; Greek)"
646;PRONOUNS;possessive;B1;FORM;FORM: COMPARATIVE CLAUSES WITH 'MINE', 'YOURS';Can use the possessive pronouns 'mine' and 'yours', with singular reference, in comparative clauses after '(not) as ... as'.;"Hope you have a friend as good as mine! (Preliminary English Test for Schools; Malaysia; B1 THRESHOLD; 2009; Chinese; Pass)

My bedroom is not as big as yours but it is lovely. (Preliminary English Test; Cyprus; B1 THRESHOLD; 2001; Turkish; Pass)

My town isn't very big, so I think it won't grow as fast as yours. (Preliminary English Test; Brazil; B1 THRESHOLD; 2007; Portuguese; Pass)

I hope [?] my English becomes as good as yours. (Preliminary English Test; Iran; B1 THRESHOLD; 2002; Farsi; Pass)"
647;PRONOUNS;possessive;B1;FORM;FORM: 'YOURS' AS SUBJECT;Can use the possessive pronoun 'yours', with singular reference, in subject position.;"We bought it because yours is very old and sometimes stops working. (Uruguay; B1 THRESHOLD; 2002; Spanish - Latin American; Pass)

I really needed some extra information, and yours was very useful. (Spain; B1 THRESHOLD; 2010; Catalan; Pass)"
650;PRONOUNS;reflexive;B1;FORM;FORM: SAME SUBJECT AND OBJECT, SINGULAR ;Can use an increasing range of singular reflexive pronouns with an increasing range of verbs to refer to actions where the subject and object of the verb are the same.;"I decided to talk to him and introduce myself. (Preliminary English Test; B1; Turkish)

First you should ask yourself if you have enough money for the journey. (Germany; B1 THRESHOLD; 2008; German; Pass)

Lisa told herself to be strong and hoped everything would be alright. (Preliminary English Test for Schools; B1; Vietnamese)

I was really surprised when I read the e-mail. It was from someone who calls himself  the black shadow. (Chile; B1 THRESHOLD; 2004; Spanish - Latin American; Pass)"
651;PRONOUNS;reflexive;B1;FORM;FORM: SINGULAR, AFTER PREPOSITIONS;Can use the singular reflexive pronouns 'myself', 'yourself', 'himself' and 'herself' after prepositions where the object of the preposition is the same as the subject of the verb.;"He told me about himself and how he started playing the guitar. (Preliminary English Test; B1; Catalan)

Now she was very proud of herself. (Preliminary English Test; B1; Spanish ?Latin American)"
653;PRONOUNS;subject/ object;B1;FORM;FORM: (SUBJECT) USING 'IT' TO INTRODUCE;Can use dummy 'it' as a subject to introduce something the speaker or writer is going to refer to.;"It is best to spend your time in the countryside. (Preliminary English Test ; B1; Chinese)

It's boring to be at home when you have a lot of free time. (Preliminary English Test for Schools; B1; Turkish)

It's normal that your parents want you to go with them. (Preliminary English Test; B1; Spanish)"
655;PRONOUNS;demonstratives;B1;FORM;FORM: 'THESE';Can use 'these' as a pronoun with plural reference.  ►  noun phrases ;"These are the most important years for us as teenagers, and they have to be the best years! (Italy; B1 THRESHOLD; 2008; Italian; Pass)

These are the main things that I can tell you. (Russia; B1 THRESHOLD; 2005; Russian; Pass)"
657;PRONOUNS;demonstratives;B1;FORM;FORM: 'THOSE';Can use 'those' as a pronoun with plural reference.  ►  noun phrases;"Most of my clothes are lemon, green or orange, those are my favourite colours! (Peru; B1 THRESHOLD; 2006; Spanish - Latin American; Pass)

Well, those are my ideas but you are the ones that are coming, and maybe you don't like the countryside. (Argentina; B1 THRESHOLD; 2004; Spanish - Latin American; Pass)"
659;PRONOUNS;demonstratives;B1;FORM;FORM: MODIFYING;Can use quantifying determiners + 'of' with demonstrative pronouns  ► determiners: demonstrative;"If you can't, you must choose one of these. (Italy; B1 THRESHOLD; 2008; Italian; Pass)

And we have to go to Sydney to see all of that. (Spain; B1 THRESHOLD; 2001; Spanish - European; Pass)

There are a lot of programmes in my country, but only some of these are interesting. (France; B1 THRESHOLD; 2010; French; Pass) "
661;PRONOUNS;quantity;B1;FORM;FORM: SUBJECT AND OBJECT PRONOUNS, 'BOTH', 'A FEW', 'ANOTHER';Can use 'both', 'a few', 'another' as subject and object pronouns. ;"[talking about two types of exercise] Both are going to keep you fit. (Greece; B1 THRESHOLD; 2009; Greek; Pass)

Both are very good films. (Argentina; B1 THRESHOLD; 2004; Spanish - Latin American; Pass)

About going to the city or to the countryside, I think you'll enjoy both. (Argentina; B1 THRESHOLD; 2004; Spanish - Latin American; Pass)

I am happy to select a few. (India; B1 THRESHOLD; 2006; Malayalam; Pass)

Well, in my country there are lots of programmes but only a few are interesting. (Spain; B1 THRESHOLD; 2010; Spanish - European; Pass)

Moving from an area to another is not very simple, but there isn't a problem without a solution. (Lebanon; B1 THRESHOLD; 2008; Arabic - Levant; Pass)"
662;PRONOUNS;quantity;B1;FORM;FORM: WITH 'OF' + OBJECT PRONOUN;Can use an increasing range of pronouns ('some', 'a few', 'any', 'each') with 'of' followed by an object pronoun. ;"Of course some of them are closer than others but I love them all. (Uruguay; B1 THRESHOLD; 2009; Spanish - Latin American; Pass)

I have shot many photos with my new digital camera and I will send some of them by e-mail for you. (Brazil; B1 THRESHOLD; 2003; Portuguese; Pass)

Children my age are playing too long with their computers.... But only a few of them. (Germany; B1 THRESHOLD; 2010; German; Pass)

So travelling is not at all a problem for any of us. (India; B1 THRESHOLD; 2010; Malayalam; Pass)

Please ensure each of them has a computer, and they can practise for at least half an hour after class. (China; B1 THRESHOLD; 2006; Chinese; Pass)"
663;PRONOUNS;substitution, one, ones, none;B1;FORM;FORM: 'WHICH ONE';Can use 'one' after 'which' in indirect questions to refer to one of two or more options. ;"If you ask me which one I would choose, I would first go camping and then to Disneyland in Paris. (Ukraine; B1 THRESHOLD; 2008; Polish; Pass)

First of all, you should think of all the advantages and disadvantages of each option and if you want, you can write them on a piece of paper. This way you see which one is the best. (Portugal; B1 THRESHOLD; 2008; Portuguese; Pass)"
664;PRONOUNS;substitution, one, ones, none;B1;FORM;FORM: 'THIS ONE', 'THAT ONE';Can use 'this one', 'that one' to refer to a singular countable noun.  ►  pronouns: demonstratives;"I met many old friends there, because I was in another judo club before this one and my friends and I left the old one to join the 1.JCF, because we heard that this one is the best in the whole of Frankfurt. (Germany; B1 THRESHOLD; 2001; German; Pass)

I'm thinking about buying a new desk because this one is very old. (Spain; B1 THRESHOLD; 2001; Spanish - European; Pass)

I choose that one, because it is a very good and quiet place. (Argentina; B1 THRESHOLD; 2000; Spanish - Latin American; Pass)

This is the only part of ""Harry Potter"" movies which I don't have, and it's my favourite, so I'm going to buy that one. (Yugoslavia; B1 THRESHOLD; 2006; Serbian; Pass)"
665;PRONOUNS;substitution, one, ones, none;B1;FORM;FORM: 'ONES';Can use 'ones' as a pronoun to substitute for plural nouns which have already been mentioned or are obvious from the context. ;"My pillows are getting old and I need new ones. (Brazil; B1 THRESHOLD; 2001; Portuguese; Pass)

To tell the truth, I prefer large schools to small ones. (Russia; B1 THRESHOLD; 2008; Russian; Pass)

We also need new armchairs, because a lot of the old ones are broken. (Germany; B1 THRESHOLD; 2009; German; Pass)"
666;PRONOUNS;substitution, one, ones, none;B1;FORM;FORM: PRE-MODIFYING;Can use determiners + premodifers + 'ones'.;"We should buy some new copiers and some new faxes because the old ones are very slow, and one copier is already broken. (Austria; B1 THRESHOLD; 2009; German; Pass)

I have seen many programs recently, but the ones that I liked best are the funny ones, and the science-fiction ones, because I like things that are unreal. (Mexico; B1 THRESHOLD; 2007; Spanish - Latin American; Pass)

I also like watching films on Friday nights, there are some good ones on the first channel. (Spain; B1 THRESHOLD; 2010; Spanish - European; Pass)

I've bought five new t-shirts, because I don't like my old ones anymore. (Germany; B1 THRESHOLD; 2010; German; Pass)"
669;PRONOUNS;indefinite - thing, -one, -body etc;B1;FORM;FORM: SUBJECT;Can use an increasing range of indefinite pronouns ('something', 'nobody') as subjects, with a singular verb. ;"I was so confused that I thought something was happening. (Argentina; B1 THRESHOLD; 2008; Spanish - Latin American; Pass)

Unfortunately something has happened with the airplane's schedule, so I won't be able to arrive at 1.15 pm, as we agreed. (Peru; B1 THRESHOLD; 2008; Spanish - Latin American; Pass)

So I tried to call for help, but nobody answered. (Czech Republic; B1 THRESHOLD; 2009; Czech; Pass)"
670;PRONOUNS;indefinite - thing, -one, -body etc;B1;FORM;FORM: OBJECT OR COMPLEMENT;Can use a wide range of indefinite pronouns as objects or complements. ;"I often watch TV, because my computer is broken and I have nothing to do. (Georgia (Republic of); B1 THRESHOLD; 2007; Georgian; Pass)

? there was nothing on the wall. (India; B1 THRESHOLD; 2009; Gujarati; Pass)

It's a tennis club and the people there were all strangers for me, I didn't know anyone. (Germany; B1 THRESHOLD; 2001; German; Pass)

When I arrived at his house there wasn't anyone there. (Spain; B1 THRESHOLD; 2008; Spanish - European; Pass)

He went everywhere in the world! (Italy; B1 THRESHOLD; 2009; Italian; Pass)"
673;PRONOUNS;reciprocal;B1;FORM;FORM: 'EACH OTHER';Can use 'each other' as the object of a verb or complement of a preposition to talk about the mutual behaviour of two or more people.;"We go to the same school so we see each other every day. (Turkey; B1 THRESHOLD; 2009; Turkish; Pass)

First, we had to introduce each other by saying where we come from, which kind of job we are doing here, why we want to learn English. (France; B1 THRESHOLD; 2002; French; Pass)

He said the coach is really nice and that the first players get on well with each other. (France; B1 THRESHOLD; 2003; French; Pass)

We didn't use to talk to each other, but one day we started to talk and I discovered she was extremely friendly and nice. (Brazil; B1 THRESHOLD; 2009; Portuguese; Pass)"
674;QUESTIONS;alternatives;B1;FORM;FORM: PHRASE + PHRASE;Can form alternative questions with two phrases combined with 'or'. ;"Is this area in the city or in the countryside? (Switzerland; B1 THRESHOLD; 2008; Swiss German; Pass)

Do you feel more sympathy for your friends or your parents? (Germany; B1 THRESHOLD; 2008; German; Pass)"
676;QUESTIONS;alternatives;B1;FORM;FORM: CLAUSE + CLAUSE;Can form alternative questions with two clauses combined with 'or'.;"Are you still with him or did you two break up? (Peru; B1 THRESHOLD; 2005; Spanish - Latin American; Pass)

Should I go there and talk to her or should I stay here? (Cyprus; B1 THRESHOLD; 2009; Greek; Pass)

What do you think about going for walks or jogging in your breaks? (Germany; B1 THRESHOLD; 2009; German; Pass)"
678;QUESTIONS;tags;B1;FORM;FORM: NEGATIVE MAIN CLAUSES + AFFIRMATIVE QUESTION TAGS ;Can use an increasing range of affirmative 'be', 'do' and 'have' tags with negative main clauses.;"I mean, your parents don't like discos, do they? (Brazil; B1 THRESHOLD; 2008; Portuguese; Pass)

Doesn't sound interesting, does it? (Germany; B1 THRESHOLD; 2008; German; Pass)

He is not important, is he? (Mexico; B1 THRESHOLD; 2008; Spanish - Latin American; Pass)

That isn't normal, is it? (Switzerland; B1 THRESHOLD; 2010; Swiss German; Pass)

You haven't been to my house before, have you? (Korea, North; B1 THRESHOLD; 2010; Korean; Pass)

We haven't met each other for about 1 year, have we? (Japan; B1 THRESHOLD; 2004; Japanese; Pass)"
679;QUESTIONS;tags;B1;FORM;FORM: AFFIRMATIVE MAIN CLAUSES + NEGATIVE QUESTION TAGS ;Can use an increasing range of 'be', 'do', 'have' and modal verb tags with negative main clauses.;"And so you're moving to a different area, aren't you? (Italy; B1 THRESHOLD; 2008; Italian; Pass)

You love books, don't you? (Italy; B1 THRESHOLD; 2005; Italian; Pass)

It sounds peaceful, doesn't it? (Vietnam; B1 THRESHOLD; 2009; Vietnamese; Pass)

We've arranged to meet at 12, haven't we? (Japan; B1 THRESHOLD; 2008; Japanese; Pass)

I think it would be fantastic, wouldn't it? (Italy; B1 THRESHOLD; 2008; Italian; Pass)

When you come back, we should rent some movies, shouldn't we? (Argentina; B1 THRESHOLD; 2009; Spanish - Latin American; Pass)

You'll see the programme on the 23rd of August, won't you? (Italy; B1 THRESHOLD; 2008; Italian; Pass)

We could go on holiday together, couldn't we? (Germany; B1 THRESHOLD; 2008; German; Pass)"
680;QUESTIONS;tags;B1;FORM;FORM: AFFIRMATIVE MAIN CLAUSES + AFFIRMATIVE QUESTION TAGS ;Can use an increasing range of affirmative tags with affirmative clauses.;"Your boyfriend is also 16, is he? (Germany; B1 THRESHOLD; 2001; German; Pass)

You bought new black clothes, did you? (France; B1 THRESHOLD; 2006; French; Pass)"
682;QUESTIONS;wh-;B1;FORM;FORM: NEGATIVE QUESTIONS WITH MODALS;Can use 'wh-'words + the negative form of modal verbs + subject + main verb to form 'wh-'questions.;"Why can't you do both things? (Italy; B1 THRESHOLD; 2008; Italian; Pass)

Why couldn't I control myself? (Spanish - Latin American, B1 THRESHOLD)"
683;QUESTIONS;yes/no;B1;FORM;FORM: NEGATIVE QUESTIONS WITH 'BE';Can use main verb 'be' + 'n't' to form negative 'yes/no' questions.;"Aren't you excited about it? (Uruguay; B1 THRESHOLD; 2003; ; Pass)

Isn't he sweet? (Germany; B1 THRESHOLD; 2001; German; Pass)

[talking about a cottage] Isn't it in the mountains? (Czech Republic; B1 THRESHOLD; 2008; Czech; Pass)"
684;QUESTIONS;yes/no;B1;FORM;FORM: NEGATIVE QUESTIONS, AUXILIARY VERBS;Can use auxiliary 'do' and 'have' + 'n't' + subject + main verb to form negative 'yes/no' questions. ;"Don't you think so? (Japan; B1 THRESHOLD; 2008; Japanese; Pass)

Don't you like any programmes? (Spain; B1 THRESHOLD; 2007; Spanish - European; Pass)

Don't you think she would be happy? (Argentina; B1 THRESHOLD; 2002; Spanish - Latin American; Pass)

Don't you know me? (China; B1 THRESHOLD; 2006; Chinese; Pass)

Haven't you seen it yet? (Argentina; B1 THRESHOLD; 2002; Spanish - Latin American; Pass)

Haven't they got their own style? (Germany; B1 THRESHOLD; 2006; German; Pass)"
685;QUESTIONS;yes/no;B1;FORM;FORM: NEGATIVE QUESTIONS MODAL VERBS;Can use modal verbs + 'not' + subject + main verb to form 'yes/no' questions. ;"Wouldn't you like to come? (Uruguay; B1 THRESHOLD; 2002; Spanish - Latin American; Pass)

I'm going to a picnic next Saturday with my parents, won't you come with us? (Uruguay; B1 THRESHOLD; 2009; Spanish - Latin American; Pass)

Can't you make both? (France; B1 THRESHOLD; 2008; French; Pass)"
687;VERBS;phrasal-prepositional;B1;FORM;FORM: VERB + PARTICLE + PREPOSITION + OBJECT;Can use a limited range of verbs + particle + preposition + noun or pronoun. ;"I could catch up with the work I miss after school from 3 to 4. (Peru; B1 THRESHOLD; 2006; Spanish - Latin American; Pass)

They interviewed and filmed pupils and teachers to find out how they get on with each other. (Germany; B1 THRESHOLD; 2008; German; Pass)

I'd better stop now and get on with my studying. (Argentina; B1 THRESHOLD; 2010; Spanish - Latin American; Pass)

I think that if you want to have a peaceful holiday, you should get away from the city and enjoy the countryside, enjoy nature. (Argentina; B1 THRESHOLD; 2004; Spanish - Latin American; Pass)

So you had better go walking or join a club, but don't forget to keep away from junk food. (Libya; B1 THRESHOLD; 2009; Arabic - Meghreb; Pass))"
688;VERBS;prepositional;B1;FORM;FORM: VERB + PREPOSITION + OBJECT ;Can use an increasing range of prepositional verbs followed by noun or pronoun objects.;"If you need more information, please look at the information sheet at the entrance. (Switzerland; B1 THRESHOLD; 2008; Swiss German; Pass)

In fact, our company needs to train some staff on how to deal with the complaints of customers. (China; B1 THRESHOLD; 2006; Chinese; Pass)"
689;VERBS;patterns_that clauses;B1;FORM;FORM: REPORTING VERBS + DIRECT OBJECT 'THAT'-CLAUSE;Can use an increasing range of verbs, typically reporting or mental process verbs, with a 'that'-clause as the direct object. ;"Now you're sixteen, I totally understand that you don't want to go on holiday with your parents. (France; B1 THRESHOLD; 2008; French; Pass)

When I got there, I realised that I wasn't the only winner. (Cyprus; B1 THRESHOLD; 2009; Greek; Pass)"
690;VERBS;patterns_that clauses;B1;FORM;FORM: VERBS + PREPOSITIONAL PHRASE + 'THAT'-CLAUSE;Can use some reporting verbs with a prepositional phrase followed by a 'that'-clause as the direct object.;"I think also that you should say to your parents that you want to try a new experience with your friends. (Italy; B1 THRESHOLD; 2008; Italian; Pass)

[about meeting a famous person] When I said to my friends that I had met with him, they didn't believe me. (Turkey; B1 THRESHOLD; 2009; Turkish; Pass)"
691;VERBS;phrasal;B1;FORM;FORM: NO OBJECT;Can use an increasing range of phrasal verbs without an object.;"I needed to hang out because my life was too jam-packed and hectic. (B1, Italian)

[talking about a phone] Its battery had run out. (B1, Portuguese)

She cried a lot. Her feelings, emotions were all scattered. But Lisa didn't give up. (B1, Vietnamese)"
692;VERBS;phrasal;B1;FORM;FORM: VERB + PARTICLE + OBJECT;Can use a limited range of phrasal verbs + particle + object.;"Were it not for my university, I would give up this class immediately. (B1, Russian)

I must travel to Mexico City because I won a novel contest and I need to pick up my award. (B1, Spanish - Latin American)

So I opened the envelope and took out the letter. (Germany; B1 THRESHOLD; 2008; German; Pass)

She turned off the phone and walked to the bathroom. (Argentina; B1 THRESHOLD; 2008; Spanish - Latin American; Pass)"
693;VERBS;phrasal;B1;FORM;FORM: VERB + PRONOUN + PARTICLE ;Can use an increasing range of phrasal verbs + object pronoun + particle. ;"I heard about this club when I was watching T.V. and I wanted to check it out. (B1, French)

I really like shopping for clothes, but I hate trying them on because always when I finish, the shop assistant shows me more clothes. (B1, Portuguese)

So, think it over and tell me what you decide to do. (B1, Russian)"
694;VERBS;types;B1;FORM;FORM: SEMI-MODAL AUXILIARY VERBS, 'USED TO', 'OUGHT TO';Can use semi-modal auxiliary verbs, 'used to' and 'ought to'. ;"But we used to play together every single day! (Japan; B1 THRESHOLD; 1999; Japanese; Pass)

I think you ought to join a gym and you should go for a walk at least three times a week. (Libya; B1 THRESHOLD; 2009; Arabic - Meghreb; Pass)"
695;VERBS;patterns_with to and -ing;B1;FORM;FORM: VERB + 'TO-' INFINITIVE;Can use a wide range of verbs followed by a 'to-' infinitive. ;"? it's one of the reasons I decided to change class. (France; B1 THRESHOLD; 2002; French; Pass)

I'm going to buy pictures to hang on the wall, because my room seems to be very cold and very unfriendly. (Germany; B1 THRESHOLD; 2001; German; Pass)"
697;VERBS;patterns_with to and -ing;B1;FORM;FORM: VERB + '-ING' FORM;Can use a limited range of verbs followed by an '-ing' form. ;"I would like to stay there a few years to finish studying and to have my own money to start thinking of travelling. (Uruguay; B1 THRESHOLD; 2010; Spanish - Latin American; Pass)

So, would you mind telling Mr and Mrs Thomas. (China; B1 THRESHOLD; 2003; Chinese; Pass)"
698;VERBS;patterns_with to and -ing;B1;FORM;FORM: 'HELP' + OBJECT ;Can use 'help' + object + infinitive with or without 'to', with no change in meaning. ;"I wanted to help him to make some friends. He's just like me. (Turkey; B1 THRESHOLD; 2009; Turkish; Pass)

I hope that it will help you to keep fit. (Russia; B1 THRESHOLD; 2009; Russian; Pass)

I hope my advice can help you choose where to go. (Italy; B1 THRESHOLD; 2008; Italian; Pass)

This house is terrible and I hope you can help me find something better. (B1 THRESHOLD; 2007; Polish; Pass)"
699;VERBS;patterns_with to and -ing;B1;FORM;FORM: VERBS + DIRECT OBJECT + 'TO' INFINITIVE;Can use some verbs of requesting and commanding followed by a direct object and a 'to-'infinitive. ;"I would like you to come to a picnic on Saturday. (Argentina; B1 THRESHOLD; 2009; Spanish - Latin American; Pass)

I would like you to come to my office on 16th of May to discuss the terms of the contract. (Poland; B1 THRESHOLD; 2007; Polish; Pass)

Your parents want you to go on holiday with them this summer. (Russia; B1 THRESHOLD; 2008; Russian; Pass)

You asked me to tell you about one of my friends. (Greece; B1 THRESHOLD; 2009; Greek; Pass)"
700;VERBS;patterns_with to and -ing;B1;FORM;FORM: 'MAKE', 'LET' + INFINITIVE WITHOUT 'TO';Can use 'make' and 'let' + infinitive without 'to'.;"Let me know if it is suitable for you. (Brazil; B1 THRESHOLD; 2003; Portuguese; Fail)

She makes me smile when I'm sad. (Yugoslavia; B1 THRESHOLD; 2010; Serbian; Pass)

She always makes me laugh! (Brazil; B1 THRESHOLD; 2009; Portuguese; Pass)

You are eighteen now, you can do what you want and they should let you do it. (Italy; B1 THRESHOLD; 2008; Italian; Pass)

I think you should talk with your parents and try to make them understand how you feel and what you prefer. (Italy; B1 THRESHOLD; 2008; Italian; Pass)

Maybe your parents are afraid of letting you go away by yourself, they still consider you their baby. (Italy; B1 THRESHOLD; 2008; Italian; Pass)"
701;VERBS;there is/are;B1;FORM;FORM: NEGATIVE;Can use 'There' + 'be' + 'n't' with countable and uncountable nouns. ;"There isn't any noise. (Peru; B1 THRESHOLD; 2010; Spanish - Latin American; Pass)

The spring is the best time because there aren't too many tourists. (France; B1 THRESHOLD; 2004; French; Pass)

There wasn't any message on it, just a big word ""DIE"". (Brazil; B1 THRESHOLD; 2004; Portuguese; Pass)

There weren't any people on the bus she took. (Taiwan; B1 THRESHOLD; 2009; Chinese; Pass)"
702;VERBS;there is/are;B1;FORM;FORM: 'THERE' + MODAL VERBS;Can use 'there' with a range of modal verbs + 'be' + complement.;"[talking about 20 years in the future] There will be flying cars and buses, and big houses. (Uruguay; B1 THRESHOLD; 2007; Spanish - Latin American; Pass)

In the countryside there wouldn?t be so many people and there is nothing to do. (Germany; B1 THRESHOLD; 2008; German; Pass)

In the large school there might be a lot of people that you can meet. (Peru; B1 THRESHOLD; 2008; Spanish - Latin American; Pass)"
718;REPORTED SPEECH;reported speech;B1;FORM;FORM: REPORTED STATEMENTS, PRONOUN AND TENSE SHIFT;Can report statements using a reporting clause with 'say' or 'tell' + 'that-'clause, with a pronoun and tense shift where relevant. ;"I immediately called her to see if everything was o.k. and she said that she had won the lottery and she wanted to give some of the money to me. (Italy; B1 THRESHOLD; 2008; Italian; Pass)

He said that she was in big trouble because the phone was a bomb. (Peru; B1 THRESHOLD; 2008; Spanish - Latin American; Pass)

They said that our school was the most suitable school for that movie. (Turkey; B1 THRESHOLD; 2008; Turkish; Pass)

He said that it was his phone and he had left it in a cafe. (Uzbekhistan (Republic of); B1 THRESHOLD; 2008; Uzbek; Pass)

He said that he was a nuclear scientist and we had met before. (Hong Kong; B1 THRESHOLD; 1999; Chinese; Pass)

Mary told me that she was dating John. (Brazil; B1 THRESHOLD; 2004; Portuguese; Pass)

In the letter, he told me that he was coming to Madrid on the first of June and he asked me if I was free. (Spain; B1 THRESHOLD; 2008; Spanish - European; Pass)"
719;REPORTED SPEECH;reported speech;B1;FORM;FORM: REPORTED 'YES-NO' QUESTIONS;Can report questions using 'ask' + 'if' or 'whether' + clause, with a pronoun and tense shift where relevant. ;"You asked me if I like shopping. (Germany; B1 THRESHOLD; 2006; German; Pass)

I am asking you if we can change the time of the meeting to 5.00 pm. (Peru; B1 THRESHOLD; 2008; Spanish - Latin American; Pass)

A very rich movie producer asked her if she wanted to be in a movie, he said she would get paid 500,000 dollars, she agreed. (Peru; B1 THRESHOLD; 2009; Spanish - Latin American; Pass)

I asked her if she wanted to go and have dinner together. (Cyprus; B1 THRESHOLD; 2006; Greek; Pass)

Renata, a really good friend of mine, told me she was in this club, but she left it some time ago; she asked me if I was interested in joining this amazing club. (Mexico; B1 THRESHOLD; 2003; Spanish - Latin American; Pass)

I'm writing to ask whether you're free next Saturday or not. (Vietnam; B1 THRESHOLD; 2009; Vietnamese; Pass)"
720;REPORTED SPEECH;reported speech;B1;FORM;FORM: REPORTED 'WH-' QUESTIONS;Can report 'wh-'questions using a reporting verb + 'wh-'word + clause, with a change of pronoun and tense shift where relevant. ;"I asked why she was here. (Italy; B1 THRESHOLD; 1999; Italian; Pass)

I phoned and asked what sports we could play in this club. (France; B1 THRESHOLD; 2003; French; Pass)

When we asked why they were filming our school, they said they were looking for a location where they could film some boys and girls leaving the school and so they filmed us! (Italy; B1 THRESHOLD; 2008; Italian; Pass)

He saw a guy sat there so he sat next to him and asked where the football players were. (Portugal; B1 THRESHOLD; 2009; Portuguese; Pass)

They filmed it and interviewed a few pupils about what they think about the new swimming pool in the gym and I asked when it would be on TV. (Germany; B1 THRESHOLD; 2008; Polish; Pass)"
722;REPORTED SPEECH;reported speech;B1;FORM;FORM: DIRECT SPEECH, REPORTING CLAUSE, INITIAL POSITION;Can report speech and thought directly, using the reporting verb before the reporting clause.;"He felt like a worm too and he said to me: ""I'm sorry I'm not a good friend"". (Italy; B1 THRESHOLD; 2000; Italian; Pass)

Maria answered ""Yes!? (Malaysia; B1 THRESHOLD; 2008; Chinese; Pass)

He answered: ""Come with me"". (Chile; B1 THRESHOLD; 2009; Spanish - Latin American; Pass)

Then I thought: ""I can't stay in prison"". (Chile; B1 THRESHOLD; 2008; Spanish - Latin American; Pass)

He asked ""Are you Clarice?"" I answered yes and then he told me that he was my father. (Algeria; B1 THRESHOLD; 2004; French; Pass)

She asked me ""How about we join the club?"" (Malaysia; B1 THRESHOLD; 2003; Chinese; Pass)

She thought: ""Should I go to the police or should I go back?? (Germany; B1 THRESHOLD; 2008; German; Pass)

I thought: ""Either I talk to her now or I won't be able to talk to her anytime!? (Germany; B1 THRESHOLD; 2009; German; Pass)"
